id,score,review
123498,Positive,İnanılmaz güzel temizliyor.. Bittikçe aldığım bir ürün. (200ml 5 aya kadar gidiyor) bu daha da büyük. Çok memnunum. 👍🏼
30341,Negative,Kumasi ince ve terleteb kumaslardab dandik çok gerekli bir parca değil ama iade etmeyecegim
108422,Neutral,kokusunu sevmedim renk güzel
102117,Neutral,Yapış yapış bir his bıraktı bende hoşuma gitmedi
14436,Negative,İşe yaramıyor. Cildi aşındırıyor
67148,Positive,keainlikle alibmasi gereken bir makyaj malzemesi
69185,Neutral,"Çok tatlı bir pembe doğal tonlarda, beğendim"
148805,Negative,"anneler için güzel, anneme vermek üzere rafa kaldırdım."
36400,Neutral,Fiyatına göre hoş bir kokuya sahip
46400,Positive,Fiyat çok iyi çok severek kullandığım bir ton stok için aldım harika 😍
74840,Positive,Ürünü daha kullanmadım ;ama hızlı ve korunaklı paketlenip gönderilmesi beni memnun etti
22214,Positive,bunu ilk kez deniyorum gerçekten cildi yaglandirmadan bu kadar güzel nem veren başka ürün yok aramayin bayildim
41006,Negative,göz altımı morartti göz altımda hiçbir sıkıntı yoktu sırf merağımdan aldım ancak çok geçmeden göz altımda morluklar ve yağ bezesine benzer pıtırcıklar çıkmaya başladı kullanmayı bıraktım
2977,Neutral,keratin şişesi akmış olarak geldi. Daha iyi paketlenebilirdi. Henüz kullanma fırsatım olmadı. İnşallah bari ürün konusunda memnun kalırım...
130283,Neutral,Daha kullanmaya başlamadım umarım memnun kalırım
37893,Positive,Müthişşş güzel bir koku alan pişman olmaz👍🏼
95340,Neutral,"yorumlar biraz abartili olmus.orta karar, uygun fiyatli bir ürün grubu"
123094,Neutral,ilk kullanımda siyah noktaları yok etti evet ama uzun süreli bir temizlik sağlamadı.
101788,Neutral,Pudra goruntuyu yok ediyo
138591,Neutral,Çok abartılmış bir ürün. Gözaltını kapatmıyor. Başka bölgelere uygulanabilir belki
112922,Neutral,Dökülmeyi durdurdu yani işe yarar
140531,Negative,Kumaş kalitesi iyi ve güzel sadece fotodaki görüntüden bayağı bir bol kesime mevcut o yüzden iade edeceğim
90441,Negative,çok kalitesiz
45954,Positive,Hemen emiliyor ve hiç yokmuş gibi oluyor cilde aydınlık veriyor. Ayrıca çok alerjik bir yapım olduğu halde hiçbir hassasiyet yaratmadı. Hassas ciltler alabilir. Bir de hiç nemlendirme özelliği yok. Ardından bir nemlendirici sürülmeli. Şu an 3 gün oldu kullanalı şimdilik söyleyebileceklerim bunlar. Memnunum teşekkür ediyorum
56614,Negative,"1 hafta kullandım ,saçlarım dökülmeye devam ediyor, bilemiyorum bende işe yaramadı kısacası."
90628,Neutral,Makyajı derinleme temizleme gibi bir şey söz konusu değil ama ilk bir makyaj suyuyla silip daha sonra bunun ile yıkanabilir
22074,Neutral,ilk once yüzde beyazlik birakiyor ama daha sonra hemen geçiyor
24161,Positive,Bunca zaman kuaföre boşuna gitmişim diyorum 😍😍
21277,Neutral,rengi haki gibi
93340,Neutral,güzel iş gorur
29398,Negative,yorumlardaki gibi hos bir kokusu yok haci yaginin hafifletilmia hali..
124236,Neutral,güzel bir ürün.işe yarıyor cildi temizliyor ancak ömrü 2 ay sürdü.iki ay sonra bozuldu ona göre alın.
27805,Positive,Fiyat çok iyi beyaz şişeliyi kullanıyordum bunu yeni deniyorum
79168,Neutral,saçlarım acilma sonucu aşırı yıprandģi icin aldim henüz 1 defa denedim öyle mucizevi birşey olmadı.  bir kaç yıkama sonrası tekrar paylaşım yaparım . umarım işe yarar.
109778,Positive,"kargo çok iyi hızlı gönderim,yeni kullanmaya başladım umarım iyi gelir, teşekkür ederim Trendyol ✌️"
60268,Neutral,Güzel bir ürün
71003,Neutral,uygun fiyatli ama kalici değil
139965,Negative,yorumlara aldanıp almayın memnun kalmadım ucunda TOP gibi olan parçası yüzü ciziyor birde
46041,Negative,çok gereksiz bir malzeme
18052,Neutral,Teslimat çok yavaş ve şampuan küçük
94249,Negative,Kumaşi çok basit ve dikimi kötü bedene uymuyo
108583,Neutral,Rengi güzel kaliciligi güzel ama yapiş yapiş bir hissiyati var o kötü
83995,Positive,İlk yıkamada boyalı Saçlarımı yumuşacık yaptı memnun kaldım
85162,Negative,I think bad! 🤯🤢🤢🤢🤢🤮🤮🤮🤮
128852,Positive,hızlı geldi iyi paketlenmişti boyutu oldukça büyük bu fiyata çok iyi bir ürün.
137643,Positive,"surekli kullaniyorum,kalite ve fiyat performansi olarak tek geçerim"
127907,Positive,Harika bir ürün
46843,Positive,Nasıl daha önce böyle harika bir ürünü keşfetmemişim diye kendime kızdım. Yüzünüze rahatca masaj yapabiliyorsunuz ve yüz kaslarınızın çalıştıgını hisediyorsunuz. Umarım gercek yeşim taşıdır ve sinüzlerime de iyi gelir. Zira başagrımı da geçirdi. İyi ki almışım kızlarımada alıcam...Tavsiye ediyorum
17854,Neutral,hızlı teslim. kokusu güzel
35979,Neutral,ürün koyu mat siyah gibi durmasa da siyah gibi duruyor pek kahverengi değil ama sürülüşü yine de güzel
72573,Negative,"Hiçbir faydasını görmedim, saçlarımı matlaştırdı .👎"
116505,Neutral,Çok güzel bir renk
84284,Positive,fiyat uygun
18461,Neutral,Burada büyük kutu gibi görünüyor ama küçük kutusu görseldekiyle alakası bile yok ama kokusu kıvamı çok güzel
26816,Negative,Çok kötü hiç bir işe yaramıyor
130958,Positive,tek kelime ile harika bir ürün
104015,Negative,. ürün güzel fakat çorabı modeldeki gibi değil desensız düz sıradan ve çok kulanışsız kayıyo katlanıyo
111682,Neutral,"Ürünün kokusu çok güzel, boyutu da gayet yeterli benim için fakat aşırı yoğunluk beklememek lazım."
136487,Negative,fiyatı uygundu ama geldigi gün iade ettim kalitesi kötü bir ürün
146431,Neutral,"İlk defa bu markayı aldım. Dokusu , sürümü ve kokusu çok hoş. Ben daha farklı bir renk bekliyordum ama kahve tonunda bilginiz olsun. Daha nude tonu kullanan varsa önerirse sevinirim."
104164,Neutral,normal çok Abartma ya gerek yok
131506,Positive,Fiyatı çok uygun
122768,Positive,bildiğim ve daima kullandığım bir üründü indirim de görünce aldım kargo şirketine diyecek yok çok titiz çalışıyorlar şiddetle tavsiye ediyorum.
43362,Positive,Birçok muadiline göre çok iyi
138314,Neutral,Çok geç ulaştı elime ama avon a teşekkürler çok güzel bu koku ama bu kokunun kalıcılığını daha da arttırmalı
61045,Positive,Deneyip göreceğiz. Çok öven var. Denedimde yazarım. 👍
35940,Positive,Ürüne bayıldım cildimi yumuşacık yaptı makyaj bazı olarakta kullanıyorum çok güzel 🥰🥰
132431,Negative,"4 gündür kullanıyorum inanılmaz yüzümü yaktı buna rağmen yine kullanmaya devam ettim. Dudaklarımın kenarları, yanaklarım kurudu hep soyuluyor. Biraz önce aynaya baktım yüzüm kıpkırmızı olmuş."
144873,Positive,cildim çok kuru idi. ve tavsiye üzerine aldım ve 200 ml şahane boy. ve çok ekonomik. yüzümde yapışkan hissi vermiyor ve severek kullanıyorum. cildi yaz kış kuru olan biriyim mucize gibi geldi 🥰
1534,Negative,yüzümü yaktı ve sivilce yaptı
28401,Neutral,Pek kullanışlı değil
6546,Negative,Beğenmedim
60648,Positive,Harika birsey masaj olayi süper
140904,Positive,Hızlı kargo kaliteli ürün
116714,Neutral,Ter kokusuna karşı çok etkili değil
139893,Positive,Çok sevdiğim bir ürün indirimde görünce hemen aldım. Tavsiye ederim
18892,Neutral,çok küçük ve sanırım benim cildime hitap etmiyor bir daha almam
34919,Neutral,Kalıcı değil ama sürüşü çok kolay 👍🏻
25655,Positive,Yıpratmadan  hatta hacim vererek istediğim hayal ettiğim şekilde 3 tona yakın açtı saçlarımın rengini neden daha önce almamışım harika bir ürün
65021,Neutral,Teslimat hızlı ve sorunsuz gerçekleşti fakat ürün açılmıştı. İade etmedim zaten uzun zamandır almak istediğim bir üründü.
128067,Neutral,"Ürünün ucundaki yuvarlak kısım biraz daha ince olsaydı daha iyi siyah noktaları alabilirdi ama kalın bu yüzden de ekstra bir güç ve daha acılı bir işlem oluyor yinede teşekkür ederim, kargoya veriliş süresi de biraz uzadı ama yoğunluktandır diye aldırmadım. Hayırlı işler"
71417,Neutral,Teslimat hızlı güzel bir ürün
65422,Positive,Yillardir kullaniyorum bayiliyorum keske eskisi gibi ucuz olsa
123905,Negative,yüz için sipariş verdim vücut için gelmis
132708,Negative,hiç güzel değil 😓
26556,Positive,Uygun fiyat süper kalite. Çok tereddüt etmiştim ama yanıltmadı. Paketleme içinde ayrıca teşekkür ederim
27136,Negative,idare eder ne iyi ne kötü
132027,Negative,yüzümde hamilelikte oluşan lekeler vardi...birçok ürün denedim son şansı da bu ürüne vermek istedim ama sonuç yine hüsran.. düzenli kullanmama rağmen hiç bir faydasını görmedim..Paramı çöpe atmış hissediyorum 😡
89974,Negative,"o kadar kötü ki yüzümde bir sürü kistik sivilce kusturdu bundan olduğunu düşünmeden uzun süre maske vs yapmadım sivilcelerim geçsin diye, maskeyi yaptığım akşam bir sürü yeni kistik sivilcem çıktı aşırı pişamanım"
47113,Negative,Ürün işie yaramıyor maalesef ve inanılmaz kan oturuyor
87251,Neutral,Güzel kokusu
45712,Negative,ürünün kapatıcılığı kokusu herşeyi güzelde acık bakır olan saçımı koyu kahve yapti nerdeyse siyah gorunuyor çok uzaklardan bir yerlerden bir kızıllık var o kadar bu rengin çıkmasını beklemeyin
32443,Negative,İlk yıkamada kenarlarından ipleri aktı ama rengi kumaşı çok güzel
42415,Neutral,Ürünün kıvamı yapısı kolay sürülebilir beyazlık bırakmıyor cilt lekelerim için almıştım bir aya yakın düzenli kullanıyorum henüz bir etkisini göremedim
76886,Neutral,"düşündüğüm gibi geldi aşırı aşırı küçük değil, az miktar yeterli olmuyo görünür bişi elde etmek için çokça sıkmak gerekiyo"
40819,Positive,"Fırçası yumuşacık. Yüzü asla tahriş edecek bir yapıda değil, arkası silikon bir yapıda, o kısmı bürün kenarlarım için kullanıyorum, geri kalanı fırça ile yıkıyorum. Makyajdan tamamen arındırdığını söyleyebilirim. Yüzümü fırça ile yıkadıktan sonra tonik uygulaması yaparken pamuğun üzerine en ufak bir makyaj kalıntısı dahi gelmedi. Yüzüm bebek gibi yumuşacık oldu :) yüzünüz kuru bir yapıya sahipse, mutlaka yüzünüzü yıkadıktan sonra yoğun nemlendiricili bir tonik uygulaması yapın derim."
145241,Negative,"Keskin rahatsız edici bir kokusu var daha önce başka marka kullanmıştım çok memnunum kalmıştım o markaya devam,"
43445,Negative,"İlk yıkamada rengi bozuldu, tüylendi, rengi soldu. Tavsiye etmem"
89728,Negative,Çok dar geliyor kesinlikle 2 beden büyük alın
21766,Negative,Pandemi sürecinde bu kadar herseye dikkat ederken ve etmemiz gerekirken koruyucu bandı ambalajı olmayan bir ürün benı tedirgin ettı.Bu nedenle kullanmayı da düşünmüyorum ıade ıle ugrasmayı da. Lütfen bu tur kişisel ürünlerin hijyen konusuna dikkat edin.
26277,Negative,"Yine kapaginda koruyucu bir sey olamayan ürün teslimi, trendyol kozmetikte kendini gelistirmeli çok basarisiz isler."
114638,Negative,"Çok kötü s-m beden aldım, xl gibi geldi"
26595,Positive,gerçekten ürün çok başarılı . Bioderma yo daha önce kullandım ama inanılmaz sivilce yaptı bunu aldım hemen söndürdü.
1923,Neutral,ürünü yorumlara bakarak aldım sadece hızlı kargo için  diyebilirim
11678,Neutral,fırçanın kılları biraz sert hassas bir cildiniz varsa çok tahriş ediyor
90846,Neutral,Büyük beklentilerle aldım fakat istediğim kadar etki görmedim
115591,Positive,Bayıldımm yakması dayanışcak düzeyde bnm hoşuma gitti
148810,Positive,Alimünyum içermeyen  doğal ürün
39270,Positive,hızlı ve ekonomik üründen son derece memnunum dermatoloğum önerdi 3 senedir kullaniyorum
51024,Negative,Hiç beğenmedim
128322,Neutral,Kokusunu çok beğenemedim maalesef
122305,Neutral,Yumuşatıyor tırnakları tırnak etini de güzel yapıyor
20720,Negative,beğenmedim hiç bir işe yaramadı
135005,Neutral,güzel nemlendirmesi iyi
28786,Positive,yillardir cesitli nemlendirici krem denedim fakat en uygunu buymus buldum sonunda efsane nemlendiriyo cildim krem surdukten hemen sonra bile kururdu dökülürdü bu kremde hep canli ve parlak gorunuyo siddetle tavsiye ederim asla pisman olmazsiniz
80620,Neutral,yanma hissi hareketle daha da artiyo hava sıcaklığı artı ürün birlikte hiç iyi gitmiyo😬
72686,Neutral,"Fena değil, evde mecbur kaldığında iş görüyor."
21402,Positive,Çok hafif veya çok ağır bir kokusu yok tam istediğim gibi avonun parfümleri her zaman çok iyidir zaten kalıcı 👍🏼
102650,Positive,"Tüm effelac serisini kullanıdığımda çok faydasını gördüm, cildime çok iyi geldi"
87913,Neutral,Yüzümde mükemmel değişiklik yapmadı. Ama daha uzun kullanımdan sonra yorumumu güncelleneceğim.
1962,Positive,kremi çok beğendim hem fiyati da uygun bence
65366,Negative,Dikiş yerleri kötü ve kalitesiz duruyo
38864,Neutral,bir süreden sonra silik çizmeye başladı ve rengi koyu değil
90005,Negative,"ürün yuzumde sivilce yaptı, boyutu çok küçük, ayrica yuzum yumusacik filanda olmadi, var olan sivilce uzerindede etkisi yok"
14955,Negative,Hiç beğenmedim boşuna aldığım bir ürün makyaj kesinlikle çıkmıyor pamuğun ne kadar kirlendiğiyle alakalı değildir makyaj temizliği yıkadığımda yüzümü bir daha akmamış olmamış olmasıdır 👎🏻👎🏻👎🏻
77737,Positive,Yıllardır kullanıyorum ve çok çabuk etki gösteriyor:)
60238,Negative,berbatt  hiç güzel.değiller
82577,Neutral,bu rengini ilk kez aldım beğenmedim
137818,Positive,Bayıldım ilk kullanımda bile fark görülüyor tavsiye ederim
134129,Neutral,Surekli eyeliner kullanan biri olarak yaziyorum. Ucu çok yumusak malesef çok kullanisli değil ve akiyor.
117863,Neutral,Kepeğe iyi gelmiyor.
102832,Neutral,"Beyazlık bırakmıyor fakat,çok yağlı gösteriyor."
140657,Positive,"Abartısız harika bir fiyat, derime çok yardımcı olmadı amma problem benim derim, bu krem bile az da olsa yardım ede bildiyse güçlü bir krem demek tir. Teşekkür ederim."
9151,Negative,Fiyati kaliteye gore çok
140814,Neutral,Açıkçası çok beğenmedim ama iş görür elbette daha iyileri mutlaka vardır
139008,Negative,"Ürünü kullanmaya başladığımda asıl kalitesini gördüm maalesef. Dikişleri attı ilk giydiğimde, yan taraftan da yırtıldı. İlk görünüş ve eldeki tuşesi güzel ama kullanım performansı kötü, yıkanınca bir şey kalmayacak sanırım geriye..."
64842,Neutral,Pek işe yaramıyor renk vermiyor sabitlemeside çok başarılı değil
35586,Neutral,Kahverengi sevenler için güzel koyu bir renk yapısıda güzel ama çok günlük bir renk olmaya bilir ama az sürüp dağıtınca günlük kullanılır dudağı ortaya çıkartıyor
63055,Positive,Tırnaklarımı kalınlaştırdı uzattı çok faydalı bir ürün
18250,Negative,Kullandım ve hiç memnun kalmadım tavsiye etmem kesinlikle bana yaramadı şahsen
18835,Negative,s bedeni o kadar zor oldu ki giyemedim bile çok küçük kalıpları ve çok kötü durdu kumaşını da beğenmedim iade ediyorum
69922,Positive,"Tavsiyeler üzerine aldım, sonraki gün elimdeydi. Düzenli kullandıktan sonra yorumumu güncelleyeceğim."
149821,Neutral,Kokusu çok güzel ama kuru vaadini yerine getirmiyor
77120,Negative,1 ay sonra hemen bozuldu
47570,Positive,Çok memnunum
96774,Negative,İyi güzel
52520,Negative,"3 sise bitti, hiç bir faydasi olmadi."
46139,Neutral,gayet güzel ama etkili değil gibi. bakalim
86937,Negative,Hayatımda boyle bıse gormedım daha bı hafta bıle kullanmadan ıkı tane aldıgım sutyenın de askıları koptu. 60lıra para verdım. Pazardan 15lıraya alsam daha çok kullanırdım. Keısnlıkle almayın rezıllık yanı
35225,Negative,hiç beğenmedim. yukarı doğru kıvrılıyor sürekli aşağı çekmekle uğraşıyorum
13597,Positive,"Terletmiyor ,küstürma yapmıyor yapış yapış bir his bırakmıyor  yüzü yağlı göstermiyor şimdilik güzel görünüyor bakalım"
35673,Negative,Siyah noktaları asla temizlemiyo çok kötü
85663,Positive,Olumsuz yorumlarla karşılaştım lakin benim saçlarımı düz ve yumuşacık yaptı.
110458,Neutral,Kokusu güzel boyutu çok küçük
79251,Positive,hızlı kargo güzel ürün uygun fiyat teşekkürler trendyol
47725,Negative,Denedim ve yüzümde sivilce gibi kizarikliklar oluştu
11985,Positive,Fiyatına göre gayet kullanışlı şimdi ikincisini de sipariş verdim sadece renk seçimi yapabilsek daha iyi olurdu.
8789,Negative,Malesef bu markanın her ürünü çok kötü çıktı bu da onlardan bir tanesi daha. Kalitesiz
74838,Negative,kutusu çok dandik akıyordu
44470,Neutral,paketleme güzeldi ürün sadece saçlarımı temizledi diğer özelliklerini göremedim  şimdilik
123249,Negative,Çok küçük geldi
136560,Positive,Tek kelime ile harika bir ürün👏 Cildimi tertemiz ve yumuşacık yaptı 🤗
83691,Positive,"paketleme çok sağlamdı tebrikler, ürünü bir kez kullandım şampuan çok güzel kokuyo etkisini inşallah görürüm ayrıca saç maskesi de yeni boyanan saçlarımı (sarı)yumuşacık yaptı."
30107,Positive,Çok güzel herkese tavsiye ederim
70405,Negative,Normal maske. Ben mucizevi bir etkisini görmedim.
112591,Negative,Her yer tüy oldu beyaz beyaz tüyler kadifeye de yapıştı ayrıca geçtiğim her yer tüy oluyor
4272,Positive,çok güzel bir kokusu var ama kalıcı değil hızlı geldi
25657,Positive,gayet güzel fiyati oldukça uygundu
66181,Negative,Gereksiz boşuna para vermeyin. Sırf blogger özentiliği .
89772,Positive,Paketleme iyi hızlı kargo ürün güzel ve çok uygun fiyat FAKAT yağlı bir his bırakıyor yani su bazlı nemlendirici değil ona göre alın. Çok kuru ciltler için iyi olur
19450,Negative,Büyük bir hevesle aldım. Çok olumlu yanıtlar vardı. Benim Cildimde kızarıklık yaptı. Sabah kullandıysam akşama kadar sürüyordu kızarıklık. Bence Foreo ile kıyaslanamaz. Memnun kalmayı çok isterdim.
132847,Positive,Bir saç yağı için gayet normal bir boyda geliyor dahaca iki kez kullanabildim ama saöımı dplgun bir hale getirdiğini hissediyorum
82432,Neutral,Dudaklarımı çok yaktı. Kullanabilir miyim bilmiyorum ama dudakları kızartıp dolgunlaştırıyor
94429,Negative,mor yazmışlar  ama gelen ürün siyah ve aşırı büyük.
79725,Neutral,"çok kaliteli değil, beklentiniz yuksek olmasin ama bu fiyata is goruyor"
31460,Positive,Güzel bir ürün cildi titretiyor sanki canlılık sağlıyor gibi ama daha yüzü aşındırmasını ölü deriyi çıkarmasını beklerdim sanki masaj yapıyor gibi sağdece😏
71354,Negative,"Silinmiyor maalesef,beğenemedim"
135635,Negative,Bu 2 oldu yanlış renk yanlış beden geldi
127344,Negative,Ürünlerin emilmesinde yardımcı olmuyor.şarjı o kadar dayanmıyor.tavsiye etmem.
17604,Neutral,Kokusu rahatsız etmiyor
44065,Neutral,Başaralı idare eder😩
48871,Neutral,ebatı çok küçük
35611,Positive,Hem doğal hem en uygun fiyata 😻 tavsiye ederim 👍🏻
78268,Neutral,fena değildii
92187,Negative,mükemmel nemlendiriyo 👍
117995,Negative,Ürünleri emiyor
81892,Negative,çok kisa ve genisligi dar bekledigim gibi cikmadi
114912,Negative,Hiçbir işe yaramıyor uçları kalın işlevsiz
140983,Negative,etkisi hiç yok
26169,Neutral,Kullandıkça anlaşılır tabi zamanla ama ilk kullanımda da verdiği sonuç güzel tavsiye ederim
84005,Negative,Beğenmedim ön kısmı resimde ki gibi değil bayağı kalitesiz tavsiye etmiyorum
76641,Neutral,güzel ve işe yarar
87862,Positive,İlk yıkamada dahi belirgin farklılık görülüyor.başarılı 👍
141315,Neutral,Boyut olarak küçük ama güzel
33842,Neutral,kokusu gerçekten çok kötü ama bir zamandan sonra burnunuz alışıyor kokuya ama başınız ağrıyor etkisini daha belirtemeyeceğim daha 2-3 saat oldu süreli cjxkdmmd hatırlatın nasıl olduğunu yazayım ve ayriyetten gece kremini de aldım
45697,Positive,Fiyatı uygun aldım memnunum
10601,Positive,"İndiirmdeyken alın. Yüzüm için kullanıyorum. Gayet güzel nemlendiriyor ve en önemlisi içinde paraben yok,hiypluronik asit var 😇"
67865,Positive,Yorumlarda okumuştum sürülen bölgede yanma olduğunu. Hanımlar yada kullancak herkese diceğim şu ki ELDİVEN KULLANIP ÖYLE KREMİ KULLANIN. Yoksa elleriniz uzun süre yanıyor. Bol suyla yıkasanız bile.anca yarım saati aşan süreden sonra yanma geçiyor Umarım bu yanmaya değer sonuç alırım
77434,Negative,Kaliteli bir ürün beklemeyin
115267,Neutral,kremin dokusu kokusu çok hoş gerçekten yeni başladım inşallah bı işe yarar;)
55763,Negative,boşuna almayın hiç bir işe yaramıyor kalitesi çok kötü renk vermiyor kız kardeşime verdim oynasın diye paranız boşuna gitmesin almayın
4861,Neutral,aşırı beğendim ürünu saclarimi çok güzel yapti
10442,Negative,Beğenmedim çok kötü geldi
111419,Neutral,Ürünün kaptıcılığı mükemmel
37858,Neutral,Kalıcı bir koku değil
20474,Positive,günlük nemlendirme için muhteşem. yumuşacık yapıyor. anında emiliyor
101280,Neutral,Biraz fazla acık geldi benim tenime ama güzel
120131,Negative,Yorumlardan bakarak S almam gerek diye dusunup S soyledim ama aşırı küçük çok kötü EDİT:L aldım rahat oldu
40718,Neutral,Çok kalın bir ucu var..
133619,Neutral,Kapatıcı etkisi normal
8881,Negative,hiç beğenmedim .. rengi soluk kirmixi..üstelik de resimdeki gibi geniş beden rahatlığı yok 👎
110142,Neutral,Harika bir ürün sadece fiyatlardaki tutarsızlık çok anlamsız..
26457,Positive,çok güzel geldi teşekkürler...ayrıca katologa göre fiyatlar süper
40521,Positive,çok güzel kullanışlı
126435,Negative,"kalıbı aşırı küçük ve paketleme çok çok özensiz, kargo poşetine konmuş sadece, en azından bir küçük ayrı poşete konulabilirdi."
148213,Neutral,Kokusu fena değil 1 kez kullandım orta halli gözüküyor
51122,Neutral,Yapış yapış
59951,Neutral,sacimi çok kuruttu
34527,Positive,Bu fiyata çok iyi sonuc. Memnun kaldim
128882,Negative,Güzel değil almayın önceki kullandığım faber castell seti gibi değildi 👎
126121,Negative,İşe yaramıyor ve kalitesiz. Tavsiye etmem
116199,Negative,beğenmedim kalitesi kötü geldi resimdeki gni değil
103854,Negative,Ürün kutusuz olarak gelisigüzel sarilmis olarak gonderildi. Fisfis kismida çalışmıyor.  Içinde baska birsey olmadığına emin olamiyor insan güven vermedi.
132843,Neutral,"cilt bakımıma destek olsun diye almıştım,çok çok memnun kaldım diyemem belki 1mm daha etkili olurdu bende"
62882,Negative,Hiç memnun kalmadım resimdeki bütün ürünler geldi ama ağdası çok kötü kaliteli değil kullanımı berbattı makinanın pek kaliteli olduğunu söyleyemem
4250,Negative,çok kullanmadım ama pekde faydasını goremedim
58998,Positive,mükemmel bir kapatici ♥️
10244,Negative,beden uyusmadi geri iade ettim
5782,Negative,Ürünün kumaşı maalesef çok kötü. Yazın üşütür kışın terletir. Yani poşetlerden geri mi dönüştürdünüz anlamadım. Ama duruşu iyi ve naylon olduğu için 834738 sene eskimeyeceğini düşündüğüm için iade etmiyorum. Çeşit olsun dursun bir köşede.
50184,Negative,Ürünü bugün aldım umarım beklediğim gibi gelir yorumlara bakınca biraz tereddüt ettim açıkçası beden bakımından 🧐
86509,Positive,tavsiye üzerine aldım gerçekten söyledikleri kadar varmış
91482,Positive,Çok güzel temizliyor. Ama şarj etme girişinin kapağı yok yıkarken dikkat etmek gerekiyor.
28469,Positive,Hakkında çok fazla güzel yorum vardı. Kalıcı jel ojeden mahvolan tırnaklarımı düzeltmesi için aldım. 1 haftadır kullanıyorum şimdiden sertleşmeye başladı tırnaklarım
65742,Neutral,begenemedim pek kapatici değil
126208,Negative,İdare eder
35132,Positive,Yorumlara bakarak aldim fakat hiç sacim yagli kalmadi oyle dendigi gbi gayet kolay cikti. Deneyip sonucunu yazicam
91304,Positive,Henüz kullanmadım ama boyutu normal
85303,Negative,Sıvı deterjanı açıktan koymuşlar gibi asla köpürmüyor
94145,Positive,gerçekten  çekim gücü çok iyi. gözeneklerin için aldım. gözeneklerdeki yağ bırakmıyor. parasına değiyor gerçekten.
5938,Neutral,biraz yagliydi ama makyaji güzel.cikartiyor kullanmadan once calkalamaniz gerekli
99420,Negative,Hiçte büyük göstermiyor aksine tepeye çıkıp duruyor düzeltmek gerekiyor yerli yersiz 👎🏻
73815,Neutral,Çok hızlı kargo fakat renk Kargo çok hızlıydı sipariş verdiğim günün ertesi günü elime ulaştı fakat en açık rengi bile maalesef koyu kalıyor
110498,Neutral,Yorumlara bakıp aldım Kullanmaya başladım umarım işe yarayan bir şeydir
111529,Negative,Tavsiye etmiyorum çok işe yaradığı söylenemez
143088,Negative,kalıpları çok küçük M beden aldım ama malesef çok kücük yıkamada dahada cekebilir kumaşı cekme yapacak gibi bana kalsa iade ederdim hediyede almıştım aldıgım kişi artık bana ayıp olmasın diye altını şort yaparım cekerse dedi 😞😞
63082,Neutral,en dipten almıyor açıkçası ama idare eder
141018,Neutral,Kiremit rengi gibi bekliyordum ama nar çiçeği gibi geldi  dokusu güzel ama renk aldatıcı
103065,Neutral,Beyazlarim az olmasina ragmen kapatmadi
61079,Neutral,Gayet güzel
113317,Neutral,Kullandıktan sonra yorumlarımı tekrardan paylaşıcam
53391,Positive,Ürünü anlatmama gerek yok bioderma kalitesi zaten bildiğim bir ürün fakat satıcının gönderdiği küçük hediye çok hoştu ilgi ve alaka için teşekkür ederim
62626,Neutral,Güzel fakat fırçaları zaman geçtikçe kuruyor
41095,Negative,Parlamadı😂
108789,Positive,"Paketleme çok iyi , ürün zaten mükemmel aynı markanın nemlendiricisi ve toniği ile beraber kullanıyorum kesinlikle akne problemi ya da yaglı cildi olanlara önerirşm"
105510,Negative,Arkadaşlar göründüğü ile alakası yok gerçekten fiyatına göre çok basit hiçbir şeyi aynı değil bilginize tavsiye etmiyorum çok kötü
142103,Negative,Pek begememedim geri iade ettim bir beden kücük alınmalı
74240,Negative,Hiç bir işe yaramıyor fırca güzel ama her yerde on tlye bulunuyor zaten
114626,Positive,Çok hızlı teslimat. Teşekkürler 👍🏽
84062,Neutral,Fiyat performans açısından fena değil. Ama lekeli ciltler için ne kadar sık kullansanızda yeterli olmuyor.
137398,Neutral,Rengi biraz açık ama güzel tavsiye ederim
67344,Neutral,"Ürün kısa zamanda elime ulaştı, kullanımı kolay ve istediğim gibi teşekkürler"
36541,Negative,Boyum 160. Uzun geldi o yüzden hareket ettikçe katlanıyor. Ayrıca kancalarında da çıkanlar oldu dikişleri ve kalitesi hiç iyi değil. Ben denemek için kullandım o yüzden iade edemiyorum bence almayın
121314,Positive,"Sorunsuz çalışıyor, şarjı uzun gidiyor."
24014,Positive,Yeni kullanmaya başladım. Ciddi anlamda yorumlara güvenerek aldım. İyi ki almışım en azından  C vitamini serumunun farkına vardım.
65269,Negative,Hiç beğenmedim kepek yapti
37815,Positive,aldığınıza pişman olmayacağınız bir krem 2 iş gününde elimde oldu gayet memnunum
34340,Neutral,"Uzun vadede etkisini gösterebilecek bir ürün , şu an için bir tahriş yok iyi hissettiriyor"
52274,Neutral,Fiyat performans ürünü
93141,Positive,sıkıntısız çok çabuk da geldi
25638,Neutral,Yorumları ilk kez okumadan aldım özellikle pompalı olduğu için sipariş etmiştim fakat yorumlarda herkesin belirttiği gibi pompalı olarak gelmedi. Her zaman kullandığım krem olduğu için iade etmeyeceğim.
134225,Positive,Kokusu harika bayıldım. Kalıcı değil
18856,Neutral,İndirimli olması çok güzel memnunum
73472,Negative,👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻
116313,Positive,yağlı ve akneli ciltler için gayet güzel cildi kurutmadan yağdan arındırıyor
86314,Neutral,Çok tatlış bir ürün
